"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"summary.matrix            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"summary.mlm               ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"svd                       ","closure    ","           ","TRUE","FALSE","(x, nu = min(n, p), nv = min(n, p))                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"sweep                     ","closure    ","           ","TRUE","FALSE","(x, MARGIN, STATS, FUN = \""-\"", ...)                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"switch                    ","closure    ","           ","TRUE","FALSE","(EXPR, ...)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.65.0",FALSE
"symbol.C                  ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"symbol.For                ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"symbols                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"symnum                    ","closure    ","           ","TRUE","FALSE","(x, cutpoints = c(0.3, 0.6, 0.8, 0.9, 0.95), symbols = c(\"" \"",     \"".\"", \"",\"", \""+\"", \""*\"", \""B\""), legend = length(symbols) >= 3,     na = \""?\"", eps = 1e-05, corr = missing(cutpoints), show.max = if (corr) \""1\"",     show.min = NULL, lower.triangular = corr & is.matrix(x),     diag.lower.tri = corr & !is.null(show.max))                                                                                ","base   ","NA","0.65.0",FALSE
"sys.call                  ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.65.0",FALSE
"sys.calls                 ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"sys.frame                 ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.65.0",FALSE
"sys.frames                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"sys.function              ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.65.0",FALSE
"sys.nframe                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"sys.on.exit               ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"sys.parent                ","closure    ","           ","TRUE","FALSE","(n = 1)                                                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"sys.parents               ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"sys.source                ","closure    ","           ","TRUE","FALSE","(file)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"sys.status                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"system                    ","closure    ","           ","TRUE","FALSE","(command, intern = FALSE, ignore.stderr = FALSE)                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"system.file               ","closure    ","           ","TRUE","FALSE","(..., pkg = .packages(), lib = .lib.loc)                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"system.test               ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"system.time               ","closure    ","           ","TRUE","FALSE","(expr)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"t                         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"t.data.frame              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"t.default                 ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"t.test                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, alternative = \""two.sided\"", mu = 0, paired = FALSE,     var.equal = FALSE, conf.level = 0.95)                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"table                     ","closure    ","           ","TRUE","FALSE","(..., exclude = c(NA, NaN), dnn = list.names(...), deparse.level = 1)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"tabulate                  ","closure    ","           ","TRUE","FALSE","(bin, nbins = max(1, bin))                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"tan                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"tanh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"tapply                    ","closure    ","           ","TRUE","FALSE","(X, INDEX, FUN = NULL, simplify = TRUE, ...)                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"tempfile                  ","closure    ","           ","TRUE","FALSE","(pattern = \""file\"")                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"terms                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"terms.aovlist             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"terms.default             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"terms.formula             ","closure    ","           ","TRUE","FALSE","(x, specials = NULL, abb = NULL, data = NULL, neg.out = TRUE,     keep.order = FALSE)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"terms.terms               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"terrain.colors            ","closure    ","           ","TRUE","FALSE","(n)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"tetragamma                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"text                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"text.default              ","closure    ","           ","TRUE","FALSE","(x, y = NULL, labels = seq(along = x), adj = NULL, pos = NULL,     offset = 0.5, ...)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"time                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"time.default              ","closure    ","           ","TRUE","FALSE","(x, offset = 0, ...)                                                                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"time.ts                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"title                     ","closure    ","           ","TRUE","FALSE","(main = NULL, sub = NULL, xlab = NULL, ylab = NULL,     ...)                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.65.0",FALSE
"topo.colors               ","closure    ","           ","TRUE","FALSE","(n)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"trace                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"traceback                 ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"transform                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"transform.data.frame      ","closure    ","           ","TRUE","FALSE","(dfr, ...)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"transform.default         ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"trigamma                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"trunc                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"ts                        ","closure    ","           ","TRUE","FALSE","(data = NA, start = 1, end = numeric(0), frequency = 1,     deltat = 1, ts.eps = .Options$ts.eps, class = if (nseries >         1) c(\""mts\"", \""ts\"") else \""ts\"")                                                                                                                                                                                                                                                     ","base   ","NA","0.65.0",FALSE
"tsp                       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"tsp<-                     ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"typeof                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"unclass                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"undebug                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"unique                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"uniroot                   ","closure    ","           ","TRUE","FALSE","(f, interval, lower = min(interval), upper = max(interval),     tol = .Machine$double.eps^0.25, maxiter = 1000, ...)                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.65.0",FALSE
"unix                      ","closure    ","           ","TRUE","FALSE","(call, intern = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"unix.time                 ","closure    ","           ","TRUE","FALSE","(expr)                                                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.65.0",FALSE
"unlink                    ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"unlist                    ","closure    ","           ","TRUE","FALSE","(x, recursive = TRUE, use.names = TRUE)                                                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.65.0",FALSE
"untrace                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"update                    ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"update.default            ","closure    ","           ","TRUE","FALSE","(object, formula., ..., evaluate = TRUE)                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"update.formula            ","closure    ","           ","TRUE","FALSE","(old, new)                                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"upper.tri                 ","closure    ","           ","TRUE","FALSE","(x, diag = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.65.0",FALSE
"var                       ","closure    ","           ","TRUE","FALSE","(x, y = x, na.rm = FALSE, use)                                                                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.65.0",FALSE
"variable.names            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"variable.names.default    ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""col\"")                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"variable.names.lm         ","closure    ","           ","TRUE","FALSE","(obj, full = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"vector                    ","closure    ","           ","TRUE","FALSE","(mode = \""logical\"", length = 0)                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"version                   ","list       ","simple.list","TRUE","FALSE","NA","base   ","NA","0.65.0",FALSE
"vi                        ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"")                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.65.0",FALSE
"warning                   ","closure    ","           ","TRUE","FALSE","(message = NULL)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"warnings                  ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"weighted.mean             ","closure    ","           ","TRUE","FALSE","(x, w, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.65.0",FALSE
"weighted.residuals        ","closure    ","           ","TRUE","FALSE","(obj, drop0 = TRUE)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.65.0",FALSE
"weights                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"weights.default           ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"weights.lm                ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.65.0",FALSE
"which                     ","closure    ","           ","TRUE","FALSE","(logic, arr.ind = FALSE)                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
"while                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.65.0",FALSE
"window                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.65.0",FALSE
