"name","type","class","exported","generic","args","package","priority","Rversion"
"interpSpline                 ","closure    ","           ","TRUE","FALSE","(obj1, obj2, bSpline = F, period = NULL, na.action = na.fail)                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"interpSpline.default         ","closure    ","           ","TRUE","FALSE","(obj1, obj2, bSpline = F, period = NULL, na.action = na.fail)                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"interpSpline.formula         ","closure    ","           ","TRUE","FALSE","(obj1, obj2, bSpline = F, period = NULL, na.action = na.fail)                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"ns                           ","closure    ","           ","TRUE","FALSE","(x, df = NULL, knots = NULL, intercept = FALSE, Boundary.knots = range(x))                                                                                                                                                                                                                                                                                                                                             ","splines","NA","0.90.1"
"periodicSpline               ","closure    ","           ","TRUE","FALSE","(obj1, obj2, knots, period = 2 * pi, ord = 4)                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"periodicSpline.default       ","closure    ","           ","TRUE","FALSE","(obj1, obj2, knots, period = 2 * pi, ord = 4)                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"periodicSpline.formula       ","closure    ","           ","TRUE","FALSE","(obj1, obj2, knots, period = 2 * pi, ord = 4)                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"plot.spline                  ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"plot.xyVector                ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"polySpline                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"polySpline.bSpline           ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"polySpline.nbSpline          ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"polySpline.pbSpline          ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"polySpline.polySpline        ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                                          ","splines","NA","0.90.1"
"predict.bSpline              ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"predict.bs                   ","closure    ","           ","TRUE","FALSE","(object, newx, ...)                                                                                                                                                                                                                                                                                                                                                                                                    ","splines","NA","0.90.1"
"predict.nbSpline             ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"predict.npolySpline          ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"predict.ns                   ","closure    ","           ","TRUE","FALSE","(object, newx, ...)                                                                                                                                                                                                                                                                                                                                                                                                    ","splines","NA","0.90.1"
"predict.pbSpline             ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"predict.polySpline           ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"predict.ppolySpline          ","closure    ","           ","TRUE","FALSE","(object, x, nseg = 50, deriv = 0)                                                                                                                                                                                                                                                                                                                                                                                      ","splines","NA","0.90.1"
"print.bSpline                ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"print.polySpline             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"print.ppolySpline            ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"spline.des                   ","closure    ","           ","TRUE","FALSE","(knots, x, ord = 4, derivs = integer(nx))                                                                                                                                                                                                                                                                                                                                                                              ","splines","NA","0.90.1"
"splineDesign                 ","closure    ","           ","TRUE","FALSE","(knots, x, ord = 4, derivs = integer(nx))                                                                                                                                                                                                                                                                                                                                                                              ","splines","NA","0.90.1"
"splineKnots                  ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"splineKnots.spline           ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"splineOrder                  ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"splineOrder.bSpline          ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"splineOrder.polySpline       ","closure    ","           ","TRUE","FALSE","(object)                                                                                                                                                                                                                                                                                                                                                                                                               ","splines","NA","0.90.1"
"xyVector                     ","closure    ","           ","TRUE","FALSE","(x, y)                                                                                                                                                                                                                                                                                                                                                                                                                 ","splines","NA","0.90.1"
"ecdf                         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","stepfun","NA","0.90.1"
"is.stepfun                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","stepfun","NA","0.90.1"
"knots                        ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                                  ","stepfun","NA","0.90.1"
"knots.stepfun                ","closure    ","           ","TRUE","FALSE","(Fn)                                                                                                                                                                                                                                                                                                                                                                                                                   ","stepfun","NA","0.90.1"
"plot.ecdf                    ","closure    ","           ","TRUE","FALSE","(..., verticals = FALSE, col.01line = \""gray70\"")                                                                                                                                                                                                                                                                                                                                                                      ","stepfun","NA","0.90.1"
"plot.stepfun                 ","closure    ","           ","TRUE","FALSE","(Fn, x, xlim, xlab = \""x\"", ylab = \""f(x)\"", main = NULL,     add = FALSE, verticals = TRUE, do.points = TRUE, pch = par(\""pch\""),     col.points = par(\""col\""), cex.points = par(\""cex\""), col.hor = par(\""col\""),     col.vert = par(\""col\""), lty = par(\""lty\""), lwd = par(\""lwd\""),     ...)                                                                                                                     ","stepfun","NA","0.90.1"
"print.ecdf                   ","closure    ","           ","TRUE","FALSE","(Fn, digits = options(\""digits\"")[[1]] - 2, ...)                                                                                                                                                                                                                                                                                                                                                                       ","stepfun","NA","0.90.1"
"print.stepfun                ","closure    ","           ","TRUE","FALSE","(Fn, digits = .Options$digits - 2, ...)                                                                                                                                                                                                                                                                                                                                                                                ","stepfun","NA","0.90.1"
"stepfun                      ","closure    ","           ","TRUE","FALSE","(x, y, f = 0)                                                                                                                                                                                                                                                                                                                                                                                                          ","stepfun","NA","0.90.1"
"summary.ecdf                 ","closure    ","           ","TRUE","FALSE","(Fn, ...)                                                                                                                                                                                                                                                                                                                                                                                                              ","stepfun","NA","0.90.1"
"summary.stepfun              ","closure    ","           ","TRUE","FALSE","(Fn)                                                                                                                                                                                                                                                                                                                                                                                                                   ","stepfun","NA","0.90.1"
".First.lib                   ","closure    ","           ","TRUE","FALSE","(lib, pkg)                                                                                                                                                                                                                                                                                                                                                                                                             ","ts     ","NA","0.90.1"
"Box.test                     ","closure    ","           ","TRUE","FALSE","(x, lag = 1, type = c(\""Box-Pierce\"", \""Ljung-Box\""))                                                                                                                                                                                                                                                                                                                                                                  ","ts     ","NA","0.90.1"
"Ops.ts                       ","closure    ","           ","TRUE","FALSE","(e1, e2)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"PP.test                      ","closure    ","           ","TRUE","FALSE","(x, lshort = TRUE)                                                                                                                                                                                                                                                                                                                                                                                                     ","ts     ","NA","0.90.1"
"[.tskernel                   ","closure    ","           ","TRUE","FALSE","(k, i)                                                                                                                                                                                                                                                                                                                                                                                                                 ","ts     ","NA","0.90.1"
"acf                          ","closure    ","           ","TRUE","FALSE","(x, lag.max = NULL, type = c(\""correlation\"", \""covariance\"",     \""partial\""), plot = TRUE, na.action = na.fail, demean = TRUE,     ...)                                                                                                                                                                                                                                                                              ","ts     ","NA","0.90.1"
"ar                           ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, method = c(\""yule-walker\"",     \""burg\"", \""ols\"", \""mle\"", \""yw\"", ), na.action = na.fail, series = deparse(substitute(x)),     ...)                                                                                                                                                                                                                                                ","ts     ","NA","0.90.1"
"ar.burg                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"ar.burg.default              ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, series = NULL, var.method = 1, ...)                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"ar.burg.mts                  ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, series = NULL, var.method = 1, ...)                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"ar.mle                       ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, series = NULL, ...)                                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"ar.ols                       ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, intercept = demean, series = NULL, ...)                                                                                                                                                                                                                                                                                                      ","ts     ","NA","0.90.1"
"ar.yw                        ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"ar.yw.default                ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, series = NULL, ...)                                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"ar.yw.mts                    ","closure    ","           ","TRUE","FALSE","(x, aic = TRUE, order.max = NULL, na.action = na.fail,     demean = TRUE, series = NULL, var.method = 1, ...)                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"arima0                       ","closure    ","           ","TRUE","FALSE","(x, order = c(0, 0, 0), seasonal = list(order = c(0,     0, 0), period = NA), xreg = NULL, include.mean = TRUE, na.action = na.fail,     delta = 0.01, transform.pars = 2)                                                                                                                                                                                                                                             ","ts     ","NA","0.90.1"
"arima0.diag                  ","closure    ","           ","TRUE","FALSE","(fit, gof.lag = 10)                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"arma0f                       ","closure    ","           ","TRUE","FALSE","(p)                                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"bandwidth.kernel             ","closure    ","           ","TRUE","FALSE","(k)                                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"cbind.ts                     ","closure    ","           ","TRUE","FALSE","(..., dframe = FALSE, union = TRUE)                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"ccf                          ","closure    ","           ","TRUE","FALSE","(x, y, lag.max = NULL, type = c(\""correlation\"", \""covariance\""),     plot = TRUE, na.action = na.fail, ...)                                                                                                                                                                                                                                                                                                           ","ts     ","NA","0.90.1"
"cpgram                       ","closure    ","           ","TRUE","FALSE","(ts, taper = 0.1, main = paste(\""Series: \"", deparse(substitute(ts))),     ci.col = \""blue\"")                                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"df.kernel                    ","closure    ","           ","TRUE","FALSE","(k)                                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"diff.ts                      ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1)                                                                                                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"diffinv                      ","closure    ","           ","TRUE","FALSE","(obj, ...)                                                                                                                                                                                                                                                                                                                                                                                                             ","ts     ","NA","0.90.1"
"diffinv.default              ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1, xi = rep(0, lag * differences *     dim(as.matrix(x))[2]))                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"diffinv.ts                   ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1, xi = rep(0, lag * differences *     NCOL(x)))                                                                                                                                                                                                                                                                                                                                            ","ts     ","NA","0.90.1"
"diffinv.vec                  ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1, xi = rep(0, lag * differences))                                                                                                                                                                                                                                                                                                                                                          ","ts     ","NA","0.90.1"
"embed                        ","closure    ","           ","TRUE","FALSE","(x, dimension = 1)                                                                                                                                                                                                                                                                                                                                                                                                     ","ts     ","NA","0.90.1"
"filter                       ","closure    ","           ","TRUE","FALSE","(x, filter, method = c(\""convolution\"", \""recursive\""),     sides = 2, circular = FALSE, init = NULL)                                                                                                                                                                                                                                                                                                                  ","ts     ","NA","0.90.1"
"is.mts                       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"is.tskernel                  ","closure    ","           ","TRUE","FALSE","(k)                                                                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"kernapply                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"kernapply.default            ","closure    ","           ","TRUE","FALSE","(x, k, circular = FALSE)                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"kernapply.ts                 ","closure    ","           ","TRUE","FALSE","(x, k, circular = FALSE)                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"kernapply.tskernel           ","closure    ","           ","TRUE","FALSE","(k1, k2)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"kernapply.vector             ","closure    ","           ","TRUE","FALSE","(x, k, circular = FALSE)                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"kernel                       ","closure    ","           ","TRUE","FALSE","(coef, m = length(coef) + 1, r, name = \""unknown\"")                                                                                                                                                                                                                                                                                                                                                                    ","ts     ","NA","0.90.1"
"lag                          ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                               ","ts     ","NA","0.90.1"
"lag.default                  ","closure    ","           ","TRUE","FALSE","(x, k = 1)                                                                                                                                                                                                                                                                                                                                                                                                             ","ts     ","NA","0.90.1"
"na.contiguous                ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                                                                                ","ts     ","NA","0.90.1"
"na.omit.ts                   ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                                                                                ","ts     ","NA","0.90.1"
"pacf                         ","closure    ","           ","TRUE","FALSE","(x, lag.max, plot, na.action, ...)                                                                                                                                                                                                                                                                                                                                                                                     ","ts     ","NA","0.90.1"
"pacf.default                 ","closure    ","           ","TRUE","FALSE","(x, lag.max = NULL, plot = TRUE, na.action = na.fail,     ...)                                                                                                                                                                                                                                                                                                                                                         ","ts     ","NA","0.90.1"
"pacf.mts                     ","closure    ","           ","TRUE","FALSE","(x, lag.max = NULL, plot = TRUE, na.action = na.fail,     ...)                                                                                                                                                                                                                                                                                                                                                         ","ts     ","NA","0.90.1"
